"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","RT @rosemcgowan: You are the season of darkness.  @JoeBiden @dnc You are monsters. You are frauds. You are the lie.",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885198223794182",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reversequestion",24301,TRUE,FALSE,NA,NA
"20","RT @CAPAction: ""Our current president has failed in his most basic duty to the nation: He's failed to protect us. He's failed to protect Am…",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885197976342533",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarieGrVal",277,TRUE,FALSE,NA,NA
"21","RT @KLoeffler: Winners focus on winning, losers focus on winners.

@TomCotton is right: Democrats know @JoeBiden has no winning message, so…",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885197728673792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RatioHallFame",16,TRUE,FALSE,NA,NA
"22","@awelab1956 @RobertShermanTV @JoeBiden @SenKamalaHarris You are so right! Light and hope are spreading. ❤️… https://t.co/i9sCgoXI9t",FALSE,0,"awelab1956",2020-08-21 19:01:40,TRUE,"1296833977982914561","1296885197716193281","3103213542","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SoyBoyManBun",0,FALSE,FALSE,NA,NA
"23","RT @KamalaHarris: The John Lewis Voting Rights Act will ensure every voice is heard and every voice is counted.

If Senate Republicans don’…",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885196529324032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RLivingston11",6893,TRUE,FALSE,NA,NA
"24","RT @fred_guttenberg: Every night next week, before and after the ugliness to come, watch this.  This is @JoeBiden.  I know this to be true…",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885196453818371",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Weinsteinlaw",576,TRUE,FALSE,NA,NA
"25","@JoeBiden More pandering fairytale BS.",FALSE,0,"JoeBiden",2020-08-21 19:01:40,FALSE,"1296858855331127298","1296885196218863617","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Godawgs1979",0,FALSE,FALSE,NA,NA
"26","RT @RosserClark: @RobertShermanTV @JoeBiden I can guarantee that not one of those golf carts was bought with money from a fraudulent Build…",FALSE,0,NA,2020-08-21 19:01:40,FALSE,NA,"1296885195975593984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barb9071",5,TRUE,FALSE,NA,NA
"27","@mercedesschlapp @JoeBiden He learned by watching @realDonaldTrump read from a teleprompter in Tulsa, before an equ… https://t.co/0iURK89Osg",FALSE,0,"mercedesschlapp",2020-08-21 19:01:39,TRUE,"1296817386830671879","1296885193534590977","42670638","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charlesdiago",0,FALSE,FALSE,NA,NA
"28","RT @JoeBiden: Our president has failed in his most basic duty to this nation. 

He failed to protect us.
He failed to protect America.
And…",FALSE,0,NA,2020-08-21 19:01:39,FALSE,NA,"1296885192485896194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeatherTomasze2",16436,TRUE,FALSE,NA,NA
"29","@lara30505520 @SassyMillie2 @jaywhyelle @JoeBiden Oh, sorry, I'm not keeping up. Thanks.",FALSE,0,"lara30505520",2020-08-21 19:01:39,FALSE,"1296866900983652355","1296885192326553601","999306882094419968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","livetweettweet",0,FALSE,FALSE,NA,NA
"30","@karenmulter @Reuters @JoeBiden Actually  everyone  did  follow  the lock dwn orders to flatten the curve and Ameri… https://t.co/SlyJ3PQzHi",FALSE,0,"karenmulter",2020-08-21 19:01:39,TRUE,"1296841914663284742","1296885191844286468","219547479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nicolekyky03",0,FALSE,FALSE,NA,NA
"31","@john32649133 @Charliedesigns3 @JoeBiden uh-oh Trump supporter not happy😂😂 https://t.co/XC1pY6KeNM",FALSE,0,"john32649133",2020-08-21 19:01:38,FALSE,"1296874534403022853","1296885189596131330","1150048222204899328","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Soldier91133677",0,FALSE,FALSE,NA,NA
"32","RT @PeteButtigieg: We have the chance to make sure America lives up to the promise of a place where everyone can belong. It's up to us.…",FALSE,0,NA,2020-08-21 19:01:38,FALSE,NA,"1296885189415563265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sannie902",985,TRUE,FALSE,NA,NA
"33","RT @JenGranholm: .@JoeBiden called me when my dad died. It was on Jan 21, 2020, right before the Iowa caucuses. He was busy w/ campaigning,…",FALSE,0,NA,2020-08-21 19:01:38,FALSE,NA,"1296885187360456706",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Justamom110",582,TRUE,FALSE,NA,NA
"34","@cathponeill @JoeBiden the fact that you instantly thought of joe biden specifically about abortion but not the pre… https://t.co/IVRr3B78Qz",FALSE,0,"cathponeill",2020-08-21 19:01:38,TRUE,"1296864241434099716","1296885186479759360","1076544925574090754","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamhunterbailey",0,FALSE,FALSE,NA,NA
"35","RT @JoeBiden: Who we are as a nation, what we stand for, and who we want to be — that's on the ballot this November.",FALSE,0,NA,2020-08-21 19:01:37,FALSE,NA,"1296885184487448576",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FSunshine64",17709,TRUE,FALSE,NA,NA
"36","RT @JoeBiden: Beau is with me every single day. If he was here tonight, he would remind me ‘just be who you are.’ I’m a better person becau…",FALSE,0,NA,2020-08-21 19:01:37,FALSE,NA,"1296885184223227904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D_Rodger1",9007,TRUE,FALSE,NA,NA
"37","@RachelBitecofer @RileyRae58 @JoeBiden YES, https://t.co/iHbPCbW9sc does a great job of that. I'm sending 20 letter… https://t.co/jlW6QYOPfT",FALSE,0,"RachelBitecofer",2020-08-21 19:01:37,TRUE,"1296856005213597698","1296885184214818816","764187379","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fbrodya",0,FALSE,FALSE,NA,NA
"38","@OptimismWins_1 @NewYorkScribe @JoeBiden So AM I. I'm getting real tired of VOTING alone....",FALSE,0,"OptimismWins_1",2020-08-21 19:01:37,FALSE,"1296643816133242881","1296885183887675394","372584668","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelEliasso4",0,FALSE,FALSE,NA,NA
"39","RT @Deb82641638: @sh4joy @adamkelsey @BernieSanders @JoeBiden Kinda hard to implement your ideas when most of the rest of the Democrats who…",FALSE,0,NA,2020-08-21 19:01:37,FALSE,NA,"1296885183480647680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernieDoesIt",2,TRUE,FALSE,NA,NA
"40","@StopOhAlso @amiejennifer @truly_see_ @RobertShermanTV @destroyurego @JoeBiden We actually know Trump supporters in… https://t.co/0OTns8t8hw",FALSE,0,"StopOhAlso",2020-08-21 19:01:37,TRUE,"1296867567328526339","1296885183438712833","3247259579","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vote_for_reason",0,FALSE,FALSE,NA,NA
"41","@JoeBiden Correct. This is why I'm voting for @realDonaldTrump. #MAGA2020",FALSE,0,"JoeBiden",2020-08-21 19:01:36,FALSE,"1296652312820285446","1296885180796469257","939091","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheIronTower",0,FALSE,FALSE,NA,NA
"42","RT @BarackObama: Tonight our next President @JoeBiden made the case for his vision for this country and his plan to get there. I'll be doin…",FALSE,0,NA,2020-08-21 19:01:36,FALSE,NA,"1296885180607733760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karenfhy",15213,TRUE,FALSE,NA,NA
"43","RT @CokoGay: @sergeivote @HeinzRudolf15 @1stKiersten @palomapoetry @zelda229 @axelknudsen @CamiLee13 @listopara2020 @SusanJi25561557 @polar…",FALSE,0,NA,2020-08-21 19:01:36,FALSE,NA,"1296885180309762048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackie14916195",29,TRUE,FALSE,NA,NA
"44","@SusanBunch2 @JoeBiden Really ?",FALSE,0,"SusanBunch2",2020-08-21 19:01:36,FALSE,"1296654989222383649","1296885179995365378","637328012","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fauxtasticpaint",0,FALSE,FALSE,NA,NA
"45","@SandyHermannJ @DonaldJTrumpJr @realDonaldTrump @JoeBiden Dear, Donald... @realDonaldTrump https://t.co/bWh2FS0qkA",FALSE,0,"SandyHermannJ",2020-08-21 19:01:36,FALSE,"1296815205461176321","1296885178724282368","444994317","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WMDz",0,FALSE,FALSE,NA,NA
"46","RT @PeterMAmbler: I stutter, too. And as a kid I stuttered a lot. In school, kids made fun of me. Not only was @realDonaldTrump that kid mo…",FALSE,0,NA,2020-08-21 19:01:35,FALSE,NA,"1296885177197633536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonnaTa86259307",412,TRUE,FALSE,NA,NA
"47","@sonyacsa @k_abides @VicToensing @JoeBiden @realDonaldTrump Very Christian of you! God bless the conservatives. Goo… https://t.co/muoZlH1Qqe",FALSE,0,"sonyacsa",2020-08-21 19:01:35,TRUE,"1296881062379950085","1296885176820277251","29593475","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kelzbelz318",0,FALSE,FALSE,NA,NA
"48","@sleazeberg @soloyochapin @realDonaldTrump @DNC @JoeBiden Yes, well this is what it looks like today. https://t.co/JtNSsYe3L0",FALSE,0,"sleazeberg",2020-08-21 19:01:35,FALSE,"1296845855828447235","1296885176773959681","591264514","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","scuzie8",0,FALSE,FALSE,NA,NA
"49","@JoeBiden @KamalaHarris This needs to stop https://t.co/dbSWH5iLkE",FALSE,0,"JoeBiden",2020-08-21 19:01:35,FALSE,NA,"1296885176086274050","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NCoodien",0,FALSE,FALSE,NA,NA
"50","RT @RobertShermanTV: A golf cart rally in support of @JoeBiden has just gotten underway here in The Villages. https://t.co/wF7sJZpGv6",FALSE,0,NA,2020-08-21 19:01:35,FALSE,NA,"1296885176077897731",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WilliamSpikes15",12930,TRUE,FALSE,NA,NA
"51","@mercedesschlapp @JoeBiden Too bad your idiot cannot speak or write a full sentence.  Whatever you morons do will n… https://t.co/842qyzb1Lf",FALSE,0,"mercedesschlapp",2020-08-21 19:01:35,TRUE,"1296817386830671879","1296885174991380482","42670638","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CindyMcginley3",0,FALSE,FALSE,NA,NA
"52","@mercedesschlapp @JoeBiden Sorry to see that you are mentally impaired. At least he wrote it himself and that he's… https://t.co/9MsFFe8dbQ",FALSE,0,"mercedesschlapp",2020-08-21 19:01:35,TRUE,"1296817386830671879","1296885174916063232","42670638","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidLy50171905",0,FALSE,FALSE,NA,NA
"53","RT @TheDemCoalition: WATCH: @JoeBiden on why we need science to guide our school reopening plans, not politics.

#VoteForBidenHarris

https…",FALSE,0,NA,2020-08-21 19:01:35,FALSE,NA,"1296885174425096192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","teachertechus",157,TRUE,FALSE,NA,NA
"54","@RonJustified @Russian13187697 @PerryJones @LacyClayMO1 @JoeBiden @TheDemocrats @MoDemParty Let dis-information flow",FALSE,0,"RonJustified",2020-08-21 19:01:35,FALSE,"1295796019813208065","1296885174248984577","1264583311399153664","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4th_guy",0,FALSE,FALSE,NA,NA
"55","@Nanzarpoet @JuliansRum @RobertShermanTV @JoeBiden Rich and privileged? This is Florida, not Martha's Vineyard. The… https://t.co/7TQgIGbUbP",FALSE,0,"Nanzarpoet",2020-08-21 19:01:34,TRUE,"1296834875694219264","1296885173007638528","53447671","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kimula1957",0,FALSE,FALSE,NA,NA
"56","@mercedesschlapp @JoeBiden Joe doesn’t need a podium to hold himself up, he doesn’t drool, he’s not a racist and he… https://t.co/REuaDAPsBt",FALSE,0,"mercedesschlapp",2020-08-21 19:01:34,TRUE,"1296817386830671879","1296885172244303873","42670638","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColomaAlden",0,FALSE,FALSE,NA,NA
"57","RT @JoeBiden: Who we are as a nation, what we stand for, and who we want to be — that's on the ballot this November.",FALSE,0,NA,2020-08-21 19:01:34,FALSE,NA,"1296885170130354178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","garagesalegrou1",17707,TRUE,FALSE,NA,NA
"58","@ElpopGolf @JoeBiden Because it isn't true!  Republicans and Trump deal in truth and reality.  Not rumors, disinformation and hysteria.",FALSE,0,"ElpopGolf",2020-08-21 19:01:33,FALSE,"1296829290282188800","1296885168829952000","2260166282","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trump2020Jolynn",0,FALSE,FALSE,NA,NA
"59","RT @rosemcgowan: You are the season of darkness.  @JoeBiden @dnc You are monsters. You are frauds. You are the lie.",FALSE,0,NA,2020-08-21 19:01:33,FALSE,NA,"1296885168817332225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","intutive9",24301,TRUE,FALSE,NA,NA
"60","I’ve voted third party my entire life. What I saw last night in @JoeBiden was powerful. @JoeBiden &amp; @KamalaHarris , you have earned my vote.",FALSE,0,NA,2020-08-21 19:01:33,FALSE,NA,"1296885167374520324",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","breakthekayfabe",0,FALSE,FALSE,NA,NA
"61","RT @Lissthesassy: @BradBeauregardJ @joncoopertweets I am crying right now. @JoeBiden talk with Brayden melted my heart.  My 5 yr. old grand…",FALSE,0,NA,2020-08-21 19:01:33,FALSE,NA,"1296885166070272002",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CariCorbett100",19,TRUE,FALSE,NA,NA
"62","RT @TkdTammy: @staceydougherty @rosemcgowan @JoeBiden @DNC Yes, you are correct; more than half of the Covid deaths were preventable. But u…",FALSE,0,NA,2020-08-21 19:01:33,FALSE,NA,"1296885165709389824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimSnowFN",45,TRUE,FALSE,NA,NA
"63","RT @SierraWhiskee: Even though @JoeBiden looks demented and lost, do not get complacent about this election! 

We MUST stay focused, go to…",FALSE,0,NA,2020-08-21 19:01:32,FALSE,NA,"1296885163402694656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatriciaARau1",94,TRUE,FALSE,NA,NA
"64","@JoeBiden @StephenCurry30 @ayeshacurry @KamalaHarris Well just when I thought Steph couldn’t get any stupider here we are!!",FALSE,0,"JoeBiden",2020-08-21 19:01:32,FALSE,"1296638402788339712","1296885163243253761","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBoss_Nelson",0,FALSE,FALSE,NA,NA
"65","RT @mattwilstein: Fox News hosts — like most of their viewers, probably — are in awe tonight of that coherent, non-demented #DemConvention…",FALSE,0,NA,2020-08-21 19:01:32,FALSE,NA,"1296885161993224192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AutumnrainJJ",226,TRUE,FALSE,NA,NA
"66","RT @NaomiBiden: I’m sorry I didn’t answer my phone when you called @JoeBiden! I don’t use it for that.. 

My pop makes the time to call his…",FALSE,0,NA,2020-08-21 19:01:32,FALSE,NA,"1296885161829601280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BDEinspiration",439,TRUE,FALSE,NA,NA
"67","RT @TrumpStudents: @JoeBiden Spot our vans, Joe?
https://t.co/hS5KOEIxbu",FALSE,0,NA,2020-08-21 19:01:32,FALSE,NA,"1296885161225846790",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bigshawn2000",226,TRUE,FALSE,NA,NA
"68","RT @ClevelandHosea: Trump said grab them by the what...?
How many felons have now come out of the Trump campaign &amp; administration?
Sit down…",FALSE,0,NA,2020-08-21 19:01:32,FALSE,NA,"1296885161011773440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dontpanic1955",46,TRUE,FALSE,NA,NA
"69","RT @JoeBiden: Our president has failed in his most basic duty to this nation. 

He failed to protect us.
He failed to protect America.
And…",FALSE,0,NA,2020-08-21 19:01:31,FALSE,NA,"1296885160529428481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yasmina66058168",16436,TRUE,FALSE,NA,NA
"70","RT @RobertShermanTV: A golf cart rally in support of @JoeBiden has just gotten underway here in The Villages. https://t.co/wF7sJZpGv6",FALSE,0,NA,2020-08-21 19:01:31,FALSE,NA,"1296885156876173312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Polmusent",12930,TRUE,FALSE,NA,NA
"71","RT @Styx666Official: @josh_hone @LopSpartan @Modster99 @MelissaFoersch1 @BeatriceofEste @glomad128 @RobertShermanTV @JoeBiden Using federal…",FALSE,0,NA,2020-08-21 19:01:30,FALSE,NA,"1296885156435955712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LopSpartan",1,TRUE,FALSE,NA,NA
"72","Good to see @BernieSanders getting behind @JoeBiden to get rid of the cancer in USA democracy. I wish we could see… https://t.co/2Z0pS0ERO7",FALSE,0,NA,2020-08-21 19:01:30,TRUE,NA,"1296885156247228416",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dumphimlove",0,FALSE,FALSE,NA,NA
"73","RT @JoeBiden: I give you my word: if you entrust me with the presidency, I will draw on the best of us instead of the worst. I will be an a…",FALSE,0,NA,2020-08-21 19:01:30,FALSE,NA,"1296885156091965440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lisaiz2",3337,TRUE,FALSE,NA,NA
"74","RT @ScottWalker: This sums up liberal elitism. Why shouldn’t everyone have a right to make sure that their home is secure?!? 

And she was…",FALSE,0,NA,2020-08-21 19:01:30,FALSE,NA,"1296885155844382720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fredehmann",162,TRUE,FALSE,NA,NA
"75","What it means is that #JoeBiden is a #Marxist / honorary member of the #CCP  #CCPVirus #COVID19 

Chinese State Med… https://t.co/04eZxgpI4f",FALSE,0,NA,2020-08-21 19:01:30,TRUE,NA,"1296885155202818049",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","american121",0,FALSE,FALSE,NA,NA
"76","RT @bobclendenin: @mercedesschlapp @JoeBiden Trump can’t. But he bragged about remembering five words and pointing to the horsey.",FALSE,0,NA,2020-08-21 19:01:30,FALSE,NA,"1296885154737078272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darnelldepalma1",4,TRUE,FALSE,NA,NA
"77","RT @JoeBiden: I’m doing this for Gabby. I’m doing this for so many families who have lost a loved one to gun violence. We’re going to be on…",FALSE,0,NA,2020-08-21 19:01:30,FALSE,NA,"1296885154674245633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeffBec93290989",6593,TRUE,FALSE,NA,NA
"78","@amiejennifer @RobertShermanTV @destroyurego @JoeBiden No will be BLM and defund the police as they burn your golf cart.",FALSE,0,"amiejennifer",2020-08-21 19:01:30,FALSE,"1296817102465249282","1296885154632392705","14774091","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","William04078278",0,FALSE,FALSE,NA,NA
"79","@JoeBiden I'm not American but I think the whole world is rooting for you Sir",FALSE,0,"JoeBiden",2020-08-21 19:01:30,FALSE,"1296647615447207939","1296885153885827079","939091","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KhaleesiKerscht",0,FALSE,FALSE,NA,NA
